"","total_rain1","total_rain2","total_rain3","total_rain4","total_rain5","total_rain6","total_rain7","total_rain8","total_rain9","total_rain10","total_rain11","total_rain12","total_rain13","total_rain14","total_rain15","total_rain16","total_rain17","total_rain18","total_rain19","total_rain20","total_rain21","total_rain22","total_rain23","total_rain24","total_rain25","total_rain26","total_rain27","total_rain28","total_rain29","total_rain30","total_rain31","total_rain32","total_rain33","total_rain34","total_rain35","total_rain36","total_rain37","total_rain38","total_rain39","total_rain40","total_rain41","total_rain42"
"46642",NA,NA,NA,NA,0.9,NA,NA,NA,0.6,NA,NA,3.2,NA,0.9,NA,NA,3,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,1.4,1.5,NA,NA,NA,NA,0.5,NA,NA,NA,NA,0.6
"46643",NA,NA,NA,8,13.8,NA,0.2,NA,0.2,NA,NA,NA,NA,7.4,NA,NA,5.6,NA,NA,NA,NA,NA,NA,2.3,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA
"46644",NA,NA,NA,15.2,22.3,NA,27.8,NA,2.2,NA,NA,3.8,NA,10.4,NA,9.6,10.8,NA,NA,NA,NA,NA,NA,30,5.2,28,NA,18.2,NA,NA,16.2,10.8,NA,NA,NA,NA,23.2,NA,NA,0.2,NA,NA
"46645",NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,4.8,NA,9.1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,NA,NA,2.4,NA,NA,NA,NA,NA,7.2,35,NA,38.2,NA,27.8
"46647",NA,NA,NA,2.6,NA,NA,NA,NA,2.8,NA,NA,NA,NA,9.2,NA,NA,0.2,NA,NA,NA,NA,NA,NA,4.2,NA,8.1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46649",NA,NA,NA,21,NA,NA,7.6,NA,19,NA,NA,40.2,NA,0.8,NA,NA,6,NA,NA,NA,NA,NA,NA,10.6,NA,NA,NA,12.6,NA,NA,12.2,7,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA
"46650",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA
"46651",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46656",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA
"46657",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,NA,NA,NA,NA,NA
"46658",NA,NA,NA,1.6,NA,NA,0.2,NA,NA,NA,NA,15,NA,3.9,NA,NA,2.4,NA,NA,NA,NA,NA,NA,7,NA,10,NA,7,NA,NA,7.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4
"46659",NA,NA,NA,9.2,NA,NA,58,NA,10.2,NA,NA,9.4,NA,2.6,NA,NA,6.4,NA,NA,NA,NA,NA,NA,1.6,3.4,1,NA,7,NA,NA,4.2,6.4,NA,NA,NA,NA,23.6,6.8,NA,26.6,NA,6.6
"46902",NA,NA,NA,10.4,12.2,NA,14.6,NA,9.4,NA,NA,NA,NA,38.8,NA,46,25.8,NA,NA,NA,NA,NA,NA,NA,2,41,NA,16,NA,NA,22.8,5.8,NA,NA,NA,NA,47.6,30.2,NA,19.8,NA,11.4
"46905",NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46907",NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46908",NA,NA,NA,NA,57.5,NA,3.2,NA,18.8,NA,NA,NA,NA,60,75.2,139,19.4,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,9.2,NA,NA,8,21.4,NA,NA,NA,NA,63.6,NA,NA,NA,NA,NA
"46909",NA,NA,NA,28.2,2.8,NA,4.8,NA,6.2,NA,NA,NA,NA,40,20,17,21.8,NA,NA,NA,NA,NA,NA,NA,2.3,77.8,NA,2.2,NA,NA,12.4,4.4,NA,NA,NA,NA,4.4,2.2,NA,3,NA,NA
"46910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4
"46912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA
"46913",NA,NA,NA,1.2,3.1,NA,2.6,NA,0.8,NA,NA,NA,NA,3.3,0.8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA,1.6,NA,NA,0.4,1.8,NA,NA,NA,NA,NA,NA,NA,6,NA,3.4
"46914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA
"46916",NA,NA,NA,6.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA
"46917",NA,NA,NA,6.4,5.8,NA,9.2,NA,4.8,NA,NA,NA,NA,1.8,3.6,NA,1.5,NA,NA,NA,NA,NA,NA,NA,8,0.4,NA,3.8,NA,NA,2.2,4.8,NA,NA,NA,NA,2.2,2.8,NA,NA,NA,0.8
"46918",NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46919",NA,NA,NA,8.4,1.1,NA,NA,NA,6.4,NA,NA,NA,NA,NA,1.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA
"46920",NA,NA,NA,2,1.8,NA,13.8,NA,6.2,NA,NA,NA,NA,NA,3.6,NA,1.6,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,18,NA,NA,NA,3.3,NA,NA,NA,NA,12,18.6,NA,30,NA,31
"46921",NA,NA,NA,NA,NA,NA,0.6,NA,2.6,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,2,NA,NA,NA,1.6,NA,NA,NA,NA,NA,3,NA,5.8,NA,11.8
"46922",NA,NA,NA,NA,13.8,NA,1.6,NA,9.6,NA,NA,NA,NA,52,8.8,58,15.8,NA,NA,NA,NA,NA,NA,NA,15,53,NA,12.8,NA,NA,10.8,33.4,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA
"46923",NA,NA,NA,NA,33.5,NA,0.2,NA,43.6,NA,NA,NA,NA,49,71,89,5.4,NA,NA,NA,NA,NA,NA,NA,23.6,33,NA,10.6,NA,NA,NA,21.9,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA
"46924",NA,NA,NA,35.6,12,NA,NA,NA,3.8,NA,NA,NA,NA,0.1,28,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA,0.4,3.1,NA,NA,NA,NA,21.2,NA,NA,NA,NA,NA
"46925",NA,NA,NA,NA,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46926",NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,0.4,31,24,NA,NA,NA,NA,NA,NA,NA,NA,1,0.2,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA
"46927",NA,NA,NA,31.2,94.5,NA,4.8,NA,10.4,NA,NA,NA,NA,41.2,55,52,11.6,NA,NA,NA,NA,NA,NA,NA,6.2,51.4,NA,4.4,NA,NA,7.2,15.7,NA,NA,NA,NA,63.4,8.4,NA,29.6,NA,13
"46928",NA,NA,NA,4.2,6.4,NA,8,NA,3.8,NA,NA,NA,NA,19.6,3.8,25.2,3.4,NA,NA,NA,NA,NA,NA,NA,6.2,NA,NA,6,NA,NA,8,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.4
"46929",NA,NA,NA,NA,0.8,NA,2.4,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46930",NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,2,NA,0.6,NA,NA,NA,NA,NA,NA,NA,2,18,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46931",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA
"46936",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46937",NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46938",NA,NA,NA,NA,8,NA,18,NA,1.2,NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3,7.6,NA,7.6,NA,NA,4.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46939",NA,NA,NA,2.6,9.4,NA,4.2,NA,10.4,NA,NA,NA,NA,14,15.8,30,16.6,NA,NA,NA,NA,NA,NA,NA,NA,11.4,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,11.2,11.2,NA,7.2,NA,4.3
"46942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2
"46944",NA,NA,NA,NA,NA,NA,16.6,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,1.6,NA,4.4
"46945",NA,NA,NA,8.4,NA,NA,35.8,NA,6.2,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,0.4,NA,NA,NA,NA,NA,NA,1.8,NA,2,NA,NA
"46946",NA,NA,NA,NA,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"46947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.4,NA,NA,2.2,0.7,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA
"46948",NA,NA,NA,NA,1,NA,1.2,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"46949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6,NA,11.5,NA,3.4
"46951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46954",NA,NA,NA,1,NA,NA,0.4,NA,2.2,NA,NA,NA,NA,0.5,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,3,2,NA,2,NA,NA,1.8,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46956",NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,0.9,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,1.2,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"46957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46961",NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,13,3,8.2,5.2,NA,NA,NA,NA,NA,NA,NA,NA,16.8,NA,NA,NA,NA,2.8,7.5,NA,NA,NA,NA,1.4,1.4,NA,2.6,NA,NA
"46962",NA,NA,NA,20,2.6,NA,NA,NA,18.4,NA,NA,NA,NA,2.4,4.4,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,14.4,NA,NA,NA,NA,NA
"46963",NA,NA,NA,2,NA,NA,NA,NA,8,NA,NA,NA,NA,6.7,2.8,0.4,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,3,8.6,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA
"46964",NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,NA,42,NA,13.4
"46968",NA,NA,NA,NA,49.1,NA,NA,NA,14.6,NA,NA,NA,NA,NA,10.6,5.8,NA,NA,NA,NA,NA,NA,NA,NA,23,1,NA,13,NA,NA,0.6,13.4,NA,NA,NA,NA,26.2,NA,NA,NA,NA,NA
"46969",NA,NA,NA,13.6,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA
"46971",NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,7.8,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"46972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46973",NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,1.4,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,NA,NA,NA,NA,NA,6.3,NA,NA,NA,NA,NA,20.2,NA,NA,NA,NA
"46974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"46975",NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46976",NA,NA,NA,6.4,24,NA,12.8,NA,9.4,NA,NA,NA,NA,NA,3.8,6,9,NA,NA,NA,NA,NA,NA,NA,3,8.4,NA,16,NA,NA,3.2,16.9,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA
"46977",NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4,NA,12.6,NA,3.6
"46984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46985",NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4,NA,2.3,NA,2.2
"46986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46987",NA,NA,NA,6.6,NA,NA,10,NA,6,NA,NA,NA,NA,6.4,3.4,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,8.2,NA,NA,NA,NA,25,NA,NA,3.8,NA,NA
"46990",NA,NA,NA,NA,5.9,NA,NA,NA,NA,NA,NA,NA,NA,4.8,13,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5.6,NA,18.4,NA,NA,NA,NA,NA,NA,NA,NA,4,12.4,NA,NA,NA,NA
"46991",NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA,NA,NA,NA,21,3.6,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,12.6,NA,4.8
"46994",NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,10.2,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46995",NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,32.4,NA,25.8,NA,31.2
"46996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,NA,3.2
"46998",NA,NA,NA,NA,8,NA,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA
"47005",NA,NA,NA,NA,0.4,NA,8.2,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47006",NA,NA,NA,NA,1.2,NA,NA,NA,9.6,NA,NA,NA,NA,12.4,10.8,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,6.4,NA,NA,NA,NA,8.8,NA,NA,NA,NA,NA
"47007",NA,NA,NA,10.2,1.8,NA,0.8,NA,NA,NA,NA,NA,NA,10,16.8,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1.4,NA,3,NA,NA,NA,2,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA
"47008",NA,NA,NA,0.2,27.4,NA,NA,NA,1,NA,NA,NA,NA,2.9,8.2,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,NA,NA,NA,NA,NA
"47011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA
"47014",NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,12,NA,12.6,NA,6.4
"47015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,25,NA,10
"47016",NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47017",NA,NA,NA,NA,NA,NA,24.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA
"47018",NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA,0.8,1.8,NA,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,5.2
"47023",NA,NA,NA,NA,19,NA,3.4,NA,NA,NA,NA,NA,NA,2.5,10.2,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,14.2,15.4,NA,8.5,NA,4.6
"47024",NA,NA,NA,7.8,NA,NA,4.4,NA,0.6,NA,NA,NA,NA,3.4,9,NA,19.4,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,2,NA,NA,NA,2.4,NA,NA,NA,NA,27.4,3.8,NA,0.6,NA,NA
"47267",NA,NA,NA,23,11.4,NA,NA,NA,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,19.6,NA,NA,NA,NA,16,NA,NA,NA,NA,NA
"47268",NA,NA,NA,NA,2.9,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47269",NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4,NA,4.6
"47272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6,NA,NA,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.4,NA,2.2,NA,NA
"47273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,2.8
"47275",NA,NA,NA,NA,13.4,NA,NA,NA,NA,NA,NA,NA,NA,4.2,19.8,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA
"47276",NA,NA,NA,2.8,12.6,NA,NA,NA,1.2,NA,NA,NA,NA,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,NA,NA,NA,23.2,NA,NA,NA,NA,NA
"47277",NA,NA,NA,1.2,13,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA
"47278",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA
"47282",NA,NA,NA,6,13,NA,NA,NA,11.2,NA,NA,NA,NA,38.2,NA,NA,38.8,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,15,NA,NA,NA,14.9,NA,NA,NA,NA,17.2,NA,NA,9.8,NA,6
"47283",NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4
